2023-05-03 15:15:05,738 INFO [EmbeddedJettyServer] alpine-executable-war v2.2.1 (6173d3cb-4046-4864-940a-4bfe16cdd291) built on: 2023-04-12T21:19:03Z
2023-05-04 03:44:36,856 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 03:44:57,726 WARN [VexUploadProcessingTask] The VEX uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 03:48:27,952 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 03:50:25,476 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 03:50:54,519 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9ac53124-0cdd-4128-8d63-d87a650fd0c6
2023-05-04 04:02:28,360 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 04:03:03,224 INFO [RepositoryMetaAnalyzerTask] Performing component repository metadata analysis against 1 components
2023-05-04 04:03:03,254 INFO [RepositoryMetaAnalyzerTask] Completed component repository metadata analysis against 1 components
2023-05-04 04:03:03,313 INFO [PolicyEngine] Evaluating 1 component(s) against applicable policies
2023-05-04 04:03:03,319 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:03:26,815 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 04:03:52,850 INFO [FindingResource] Analysis of project 9ac53124-0cdd-4128-8d63-d87a650fd0c6 requested by admin
2023-05-04 04:03:52,859 INFO [PolicyEngine] Evaluating 1 component(s) against applicable policies
2023-05-04 04:03:52,869 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:03:52,870 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9ac53124-0cdd-4128-8d63-d87a650fd0c6
2023-05-04 04:05:04,462 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 04:05:31,578 ERROR [GlobalExceptionHandler] Uncaught internal server error
javax.ws.rs.NotAllowedException: HTTP 405 Method Not Allowed
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter.getMethodRouter(MethodSelectingRouter.java:409)
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter.access$000(MethodSelectingRouter.java:73)
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter$4.apply(MethodSelectingRouter.java:674)
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter.apply(MethodSelectingRouter.java:305)
at org.glassfish.jersey.server.internal.routing.RoutingStage._apply(RoutingStage.java:86)
at org.glassfish.jersey.server.internal.routing.RoutingStage._apply(RoutingStage.java:89)
at org.glassfish.jersey.server.internal.routing.RoutingStage._apply(RoutingStage.java:89)
at org.glassfish.jersey.server.internal.routing.RoutingStage.apply(RoutingStage.java:69)
at org.glassfish.jersey.server.internal.routing.RoutingStage.apply(RoutingStage.java:38)
at org.glassfish.jersey.process.internal.Stages.process(Stages.java:173)
at org.glassfish.jersey.server.ServerRuntime$1.run(ServerRuntime.java:248)
at org.glassfish.jersey.internal.Errors$1.call(Errors.java:248)
at org.glassfish.jersey.internal.Errors$1.call(Errors.java:244)
at org.glassfish.jersey.internal.Errors.process(Errors.java:292)
at org.glassfish.jersey.internal.Errors.process(Errors.java:274)
at org.glassfish.jersey.internal.Errors.process(Errors.java:244)
at org.glassfish.jersey.process.internal.RequestScope.runInScope(RequestScope.java:265)
at org.glassfish.jersey.server.ServerRuntime.process(ServerRuntime.java:235)
at org.glassfish.jersey.server.ApplicationHandler.handle(ApplicationHandler.java:684)
at org.glassfish.jersey.servlet.WebComponent.serviceImpl(WebComponent.java:394)
at org.glassfish.jersey.servlet.WebComponent.service(WebComponent.java:346)
at org.glassfish.jersey.servlet.ServletContainer.service(ServletContainer.java:358)
at org.glassfish.jersey.servlet.ServletContainer.service(ServletContainer.java:311)
at org.glassfish.jersey.servlet.ServletContainer.service(ServletContainer.java:205)
at org.eclipse.jetty.servlet.ServletHolder$NotAsync.service(ServletHolder.java:1419)
at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:764)
at org.eclipse.jetty.servlet.ServletHandler$ChainEnd.doFilter(ServletHandler.java:1665)
at alpine.server.filters.ContentSecurityPolicyFilter.doFilter(ContentSecurityPolicyFilter.java:225)
at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:202)
at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
at alpine.server.filters.ClickjackingFilter.doFilter(ClickjackingFilter.java:93)
at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:202)
at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
at alpine.server.filters.WhitelistUrlFilter.doFilter(WhitelistUrlFilter.java:166)
at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:210)
at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:527)
at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:131)
at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:578)
at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:122)
at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:223)
at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1570)
at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:221)
at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1385)
at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:176)
at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:484)
at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1543)
at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:174)
at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1307)
at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:129)
at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:122)
at org.eclipse.jetty.server.Server.handle(Server.java:563)
at org.eclipse.jetty.server.HttpChannel.lambda$handle$0(HttpChannel.java:505)
at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:762)
at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:497)
at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:282)
at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:314)
at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:100)
at org.eclipse.jetty.io.SelectableChannelEndPoint$1.run(SelectableChannelEndPoint.java:53)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.runTask(AdaptiveExecutionStrategy.java:416)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.consumeTask(AdaptiveExecutionStrategy.java:385)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.tryProduce(AdaptiveExecutionStrategy.java:272)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.lambda$new$0(AdaptiveExecutionStrategy.java:140)
at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:411)
at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:936)
at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:1080)
at java.base/java.lang.Thread.run(Unknown Source)
2023-05-04 04:05:35,462 ERROR [GlobalExceptionHandler] Uncaught internal server error
javax.ws.rs.NotAllowedException: HTTP 405 Method Not Allowed
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter.getMethodRouter(MethodSelectingRouter.java:409)
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter.access$000(MethodSelectingRouter.java:73)
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter$4.apply(MethodSelectingRouter.java:674)
at org.glassfish.jersey.server.internal.routing.MethodSelectingRouter.apply(MethodSelectingRouter.java:305)
at org.glassfish.jersey.server.internal.routing.RoutingStage._apply(RoutingStage.java:86)
at org.glassfish.jersey.server.internal.routing.RoutingStage._apply(RoutingStage.java:89)
at org.glassfish.jersey.server.internal.routing.RoutingStage._apply(RoutingStage.java:89)
at org.glassfish.jersey.server.internal.routing.RoutingStage.apply(RoutingStage.java:69)
at org.glassfish.jersey.server.internal.routing.RoutingStage.apply(RoutingStage.java:38)
at org.glassfish.jersey.process.internal.Stages.process(Stages.java:173)
at org.glassfish.jersey.server.ServerRuntime$1.run(ServerRuntime.java:248)
at org.glassfish.jersey.internal.Errors$1.call(Errors.java:248)
at org.glassfish.jersey.internal.Errors$1.call(Errors.java:244)
at org.glassfish.jersey.internal.Errors.process(Errors.java:292)
at org.glassfish.jersey.internal.Errors.process(Errors.java:274)
at org.glassfish.jersey.internal.Errors.process(Errors.java:244)
at org.glassfish.jersey.process.internal.RequestScope.runInScope(RequestScope.java:265)
at org.glassfish.jersey.server.ServerRuntime.process(ServerRuntime.java:235)
at org.glassfish.jersey.server.ApplicationHandler.handle(ApplicationHandler.java:684)
at org.glassfish.jersey.servlet.WebComponent.serviceImpl(WebComponent.java:394)
at org.glassfish.jersey.servlet.WebComponent.service(WebComponent.java:346)
at org.glassfish.jersey.servlet.ServletContainer.service(ServletContainer.java:358)
at org.glassfish.jersey.servlet.ServletContainer.service(ServletContainer.java:311)
at org.glassfish.jersey.servlet.ServletContainer.service(ServletContainer.java:205)
at org.eclipse.jetty.servlet.ServletHolder$NotAsync.service(ServletHolder.java:1419)
at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:764)
at org.eclipse.jetty.servlet.ServletHandler$ChainEnd.doFilter(ServletHandler.java:1665)
at alpine.server.filters.ContentSecurityPolicyFilter.doFilter(ContentSecurityPolicyFilter.java:225)
at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:202)
at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
at alpine.server.filters.ClickjackingFilter.doFilter(ClickjackingFilter.java:93)
at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:202)
at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
at alpine.server.filters.WhitelistUrlFilter.doFilter(WhitelistUrlFilter.java:166)
at org.eclipse.jetty.servlet.FilterHolder.doFilter(FilterHolder.java:210)
at org.eclipse.jetty.servlet.ServletHandler$Chain.doFilter(ServletHandler.java:1635)
at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:527)
at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:131)
at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:578)
at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:122)
at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:223)
at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1570)
at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:221)
at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1385)
at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:176)
at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:484)
at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1543)
at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:174)
at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1307)
at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:129)
at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:122)
at org.eclipse.jetty.server.Server.handle(Server.java:563)
at org.eclipse.jetty.server.HttpChannel.lambda$handle$0(HttpChannel.java:505)
at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:762)
at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:497)
at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:282)
at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:314)
at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:100)
at org.eclipse.jetty.io.SelectableChannelEndPoint$1.run(SelectableChannelEndPoint.java:53)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.runTask(AdaptiveExecutionStrategy.java:416)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.consumeTask(AdaptiveExecutionStrategy.java:385)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.tryProduce(AdaptiveExecutionStrategy.java:272)
at org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy.lambda$new$0(AdaptiveExecutionStrategy.java:140)
at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:411)
at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:936)
at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:1080)
at java.base/java.lang.Thread.run(Unknown Source)
2023-05-04 04:06:29,955 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 04:11:20,150 INFO [VulnerabilityAnalysisTask] Analyzing portfolio
2023-05-04 04:11:20,175 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 04:11:20,177 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,180 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,180 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 04:11:20,181 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 04:11:20,183 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 04:11:20,184 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,185 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,185 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 04:11:20,185 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 04:11:20,187 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 04:11:20,188 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,189 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,189 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 04:11:20,189 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 04:11:20,190 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 04:11:20,190 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,191 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,191 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 04:11:20,191 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 04:11:20,192 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 04:11:20,193 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,194 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,194 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 04:11:20,194 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 04:11:20,195 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 04:11:20,196 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,196 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,196 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 04:11:20,196 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 04:11:20,197 INFO [VulnerabilityAnalysisTask] Analyzing 1 components in project: 9ac53124-0cdd-4128-8d63-d87a650fd0c6
2023-05-04 04:11:20,199 INFO [PolicyEngine] Evaluating 1 component(s) against applicable policies
2023-05-04 04:11:20,204 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,204 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 1 components in project: 9ac53124-0cdd-4128-8d63-d87a650fd0c6
2023-05-04 04:11:20,204 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9ac53124-0cdd-4128-8d63-d87a650fd0c6
2023-05-04 04:11:20,205 INFO [VulnerabilityAnalysisTask] Analyzing 0 components in project: b3ca24c1-f1dd-4873-9d47-93925cae3a28
2023-05-04 04:11:20,205 INFO [PolicyEngine] Evaluating 0 component(s) against applicable policies
2023-05-04 04:11:20,206 INFO [PolicyEngine] Policy analysis complete
2023-05-04 04:11:20,206 INFO [VulnerabilityAnalysisTask] Completed scheduled analysis of 0 components in project: b3ca24c1-f1dd-4873-9d47-93925cae3a28
2023-05-04 04:11:20,206 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b3ca24c1-f1dd-4873-9d47-93925cae3a28
2023-05-04 04:11:20,206 INFO [VulnerabilityAnalysisTask] Portfolio analysis complete
2023-05-04 04:11:30,150 INFO [VulnerabilityMetricsUpdateTask] Executing metrics update on vulnerability database
2023-05-04 04:11:30,150 INFO [PortfolioMetricsUpdateTask] Executing portfolio metrics update
2023-05-04 04:11:30,153 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b3ca24c1-f1dd-4873-9d47-93925cae3a28
2023-05-04 04:11:30,153 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9ac53124-0cdd-4128-8d63-d87a650fd0c6
2023-05-04 04:11:30,154 INFO [ProjectMetricsUpdateTask] Executing metrics update for project c031226c-510d-4eb3-aaf7-f3becbf49e1c
2023-05-04 04:11:30,154 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 7ef8d732-6815-40e1-bf73-dc88c96b97db
2023-05-04 04:11:30,170 INFO [ProjectMetricsUpdateTask] Executing metrics update for project b40cbc55-9742-475a-ae9b-7d6f2a9a0137
2023-05-04 04:11:30,170 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 06b39e94-071c-4b62-8cd4-1eabfe9d6c72
2023-05-04 04:11:30,171 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 9003d9aa-5f96-4bda-a848-db7ffc21ad36
2023-05-04 04:11:30,172 INFO [ProjectMetricsUpdateTask] Executing metrics update for project 842d3453-1e20-40a3-8b3d-d26671da9ce3
2023-05-04 04:11:30,175 INFO [PortfolioMetricsUpdateTask] Completed portfolio metrics update in 00:00:024
2023-05-04 04:11:30,891 INFO [VulnerabilityMetricsUpdateTask] Completed metrics update on vulnerability database in 00:00:741
2023-05-04 04:12:48,040 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON
2023-05-04 04:18:27,775 WARN [BomUploadProcessingTask] The BOM uploaded is not in a supported format. Supported formats include CycloneDX XML and JSON

